5.7,95.89999999999964,1.7
5.8,90.60000000000036,2.1
5.8,104.69999999999982,1.8
5.5,88.69999999999982,1.7
5.6,84.30000000000018,1.5
5.6,91.0,1.5
6.2,181.5,2.9
6.0,131.69999999999982,2.3
5.6,166.5,1.5
7.5,108.10000000000036,13.6
5.6,162.19999999999982,1.5
5.9,247.39999999999964,2.1
6.1,196.80000000000018,2.8
5.6,175.80000000000018,1.5
5.5,217.19999999999982,1.4
6.0,113.69999999999982,2.6
6.1,156.39999999999964,2.6
6.0,637.5,2.5
5.5,112.5,1.4
5.9,106.0,2.2
6.8,114.30000000000018,5.9
7.4,147.89999999999964,12.2
6.5,87.10000000000036,4.2
6.4,158.19999999999982,3.8
5.7,139.80000000000018,1.7
5.8,169.19999999999982,2.0
5.6,614.6000000000004,1.6
6.3,90.5,3.3
5.7,131.10000000000036,1.7
5.9,148.30000000000018,2.1
5.8,116.30000000000018,2.0
6.0,132.19999999999982,2.5
6.4,591.3999999999996,4.1
7.1,197.80000000000018,8.4
5.5,155.80000000000018,1.4
5.8,95.80000000000018,2.0
5.6,168.69999999999982,1.6
6.0,128.39999999999964,2.4
6.7,153.80000000000018,5.5
6.0,85.30000000000018,2.4
5.7,183.30000000000018,1.8
7.0,144.39999999999964,7.9
6.0,172.69999999999982,2.5
5.7,90.5,1.7
6.0,150.5,2.5
5.5,251.10000000000036,1.3
7.2,159.10000000000036,10.1
6.0,133.19999999999982,2.5
5.7,126.0,1.7
7.0,152.30000000000018,7.5
6.2,186.39999999999964,3.1
6.6,141.80000000000018,4.9
5.8,125.10000000000036,1.9
5.8,89.0,1.9
5.8,111.10000000000036,1.9
6.4,109.19999999999982,3.7
5.6,141.30000000000018,1.6
5.7,135.30000000000018,1.8
5.6,115.89999999999964,1.6
5.5,90.5,1.4
5.5,156.10000000000036,1.4
5.6,161.30000000000018,1.5
6.2,155.89999999999964,3.3
5.5,201.0,1.4
5.5,116.89999999999964,1.4
5.7,104.5,1.7
5.5,107.80000000000018,1.3
7.5,610.6999999999998,16.6
6.7,614.1000000000004,5.4
5.7,99.39999999999964,1.7
5.7,151.10000000000036,1.7
7.1,110.69999999999982,8.8
6.1,123.80000000000018,2.8
5.6,145.5,1.6
6.4,638.0,4.0
5.9,120.19999999999982,2.2
5.8,147.0,1.9
